enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4673425,31859883,bibranche1,812290,Anden rengøring af bygninger og rengøring af erhvervslokaler,2018-07-01,2200-01-01
4673425,31859883,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-09,2015-12-31
4673425,31859883,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2016-01-01,2200-01-01
4001744341,31860261,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-28,2200-01-01
4000644870,31860660,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-29,2200-01-01
5078384,31860946,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2009-02-03,2200-01-01
4001740166,31861063,bibranche1,682040,Udlejning af erhvervsejendomme,2012-09-01,2200-01-01
4001740166,31861063,hovedbranche,681000,Køb og salg af egen fast ejendom,2009-04-14,2200-01-01
4002029614,31865883,hovedbranche,642020,Ikke-finansielle holdingselskaber,2017-09-01,2200-01-01
4002029614,31865883,hovedbranche,642010,Finansielle holdingselskaber,2014-05-08,2017-08-31
4002009302,31867304,hovedbranche,999999,Uoplyst,2014-06-06,2014-08-20
4002009302,31867304,hovedbranche,222200,Fremstilling af plastemballage,2014-08-21,2200-01-01
4001735902,31869447,hovedbranche,643030,Investeringsselskaber,2013-07-01,2200-01-01
4001120797,31869528,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4001727457,31871255,hovedbranche,463890,Specialiseret engroshandel med fødevarer i.a.n.,2011-04-01,2200-01-01
5548426,31874629,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2015-12-31
5548426,31874629,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2016-01-01,2200-01-01
4659723,31874998,hovedbranche,591120,Produktion af tv-programmer,2011-09-15,2200-01-01
4001736896,31875382,hovedbranche,467310,"Engroshandel med træ, trælast og byggematerialer",2008-12-29,2200-01-01
4001736911,31875544,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2008-11-27,2200-01-01
4001746102,31875560,bibranche1,381200,Indsamling af farligt affald,2011-01-26,2200-01-01
4001746102,31875560,hovedbranche,382110,Behandling og bortskaffelse af ikke-farligt affald,2009-03-25,2200-01-01
4001736920,31875722,hovedbranche,370000,Opsamling og behandling af spildevand,2009-01-01,2200-01-01
4001746115,31876036,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2013-01-01,2200-01-01
4001746163,31877288,bibranche1,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),2009-07-01,2015-06-08
4001746163,31877288,hovedbranche,289300,"Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",2009-07-01,2015-06-08
4001747399,31877385,bibranche1,682040,Udlejning af erhvervsejendomme,2018-01-01,2200-01-01
4001747399,31877385,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2009-01-01,2200-01-01
4001120814,31880416,hovedbranche,432200,VVS- og blikkenslagerforretninger,2008-01-01,2200-01-01
4639619,31880742,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001733298,31881951,hovedbranche,681000,Køb og salg af egen fast ejendom,2012-01-01,2200-01-01
5188594,31881978,hovedbranche,681000,Køb og salg af egen fast ejendom,2011-04-01,2200-01-01
4001735492,31884993,bibranche1,370000,Opsamling og behandling af spildevand,2017-07-01,2200-01-01
4001735492,31884993,bibranche2,360000,Vandforsyning,2017-08-28,2200-01-01
4001735492,31884993,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2012-02-23,2200-01-01
4001735510,31885299,hovedbranche,360000,Vandforsyning,2008-12-16,2200-01-01
4001735513,31885337,hovedbranche,370000,Opsamling og behandling af spildevand,2008-12-16,2200-01-01
4001746040,31885582,hovedbranche,360000,Vandforsyning,2008-12-16,2200-01-01
4001746044,31885647,hovedbranche,370000,Opsamling og behandling af spildevand,2008-12-16,2200-01-01
4840970,31885779,hovedbranche,251100,Fremstilling af metalkonstruktioner og dele heraf,2009-01-01,2200-01-01
5643009,31886066,hovedbranche,494100,Vejgodstransport,2009-02-25,2016-02-04
4001746075,31886074,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-12-17,2018-03-14
4001746079,31886112,hovedbranche,494100,Vejgodstransport,2008-12-17,2200-01-01
5097077,31886511,hovedbranche,999999,Uoplyst,2008-12-12,2017-06-30
5097077,31886511,hovedbranche,821100,Kombinerede administrationsserviceydelser,2017-07-01,2200-01-01
4001737045,31887755,hovedbranche,452010,Autoreparationsværksteder mv.,2009-01-07,2014-12-31
4001737045,31887755,hovedbranche,331200,Reparation af maskiner,2015-01-01,2200-01-01
4001745148,31891000,hovedbranche,643030,Investeringsselskaber,2012-07-23,2200-01-01
5214370,31892791,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2200-01-01
4001723469,31894476,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2019-05-21
4001742231,31894522,bibranche1,522210,Erhvervshavne,2008-12-18,2200-01-01
4001742231,31894522,hovedbranche,502000,Sø- og kysttransport af gods,2008-12-18,2200-01-01
4001739793,31897319,hovedbranche,591120,Produktion af tv-programmer,2011-09-15,2200-01-01
4001739819,31933153,hovedbranche,999999,Uoplyst,2008-12-18,2015-12-31
4001739819,31933153,hovedbranche,620300,Computer facility management,2016-01-01,2200-01-01
4001739971,31933633,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-08,2200-01-01
4001736863,31934826,hovedbranche,279000,Fremstilling af andet elektrisk udstyr,2010-01-01,2200-01-01
4001729329,31935520,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-01-01,2200-01-01
4001744796,31935830,hovedbranche,999999,Uoplyst,2008-12-08,2200-01-01
4001710311,31937744,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001743639,31937817,hovedbranche,464210,Engroshandel med beklædning,2009-01-12,2200-01-01
5233667,31938104,hovedbranche,999999,Uoplyst,2009-01-05,2200-01-01
4001744904,31941229,hovedbranche,109100,Fremstilling af færdige foderblandinger til landbrugsdyr,2009-01-21,2017-12-28
4001710358,31943140,bibranche1,452010,Autoreparationsværksteder mv.,2009-01-23,2200-01-01
4001710358,31943140,bibranche2,453200,Detailhandel med reservedele og tilbehør til motorkøretøjer,2009-01-23,2200-01-01
4001710358,31943140,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2009-01-23,2200-01-01
4001748622,31943485,hovedbranche,433200,Tømrer- og bygningssnedkervirksomhed,2009-01-23,2200-01-01
4001736709,31944678,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4001746690,31947766,hovedbranche,812100,Almindelig rengøring i bygninger,2009-01-29,2016-11-16
4001113067,31987628,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2008-01-01,2200-01-01
4690340,32057675,hovedbranche,999999,Uoplyst,2009-02-05,2200-01-01
4001737879,32058205,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-29,2200-01-01
4001737900,32058493,bibranche1,681000,Køb og salg af egen fast ejendom,2011-01-01,2200-01-01
4001737900,32058493,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2011-01-01,2200-01-01
4001748401,32059147,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-02-10,2200-01-01
4001748413,32059325,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2200-01-01
4898788,32059643,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2013-05-01,2200-01-01
4001741771,32061036,bibranche1,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2009-04-01,2200-01-01
4001741771,32061036,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2009-04-01,2200-01-01
4794875,32061605,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-19,2200-01-01
5066054,32061664,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-02-09,2200-01-01
4001728793,32061877,hovedbranche,771100,Udlejning og leasing af biler og lette motorkøretøjer,2009-02-09,2200-01-01
5560594,32064523,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-02-18,2200-01-01
4001730140,32065325,hovedbranche,467200,Engroshandel med metaller og metalmalme,2009-05-15,2200-01-01
4001730155,32065627,bibranche1,477110,Tøjforretninger,2009-02-18,2200-01-01
4001730155,32065627,bibranche2,133000,Efterbehandling af tekstiler,2016-03-01,2200-01-01
4001730155,32065627,bibranche3,731190,Anden reklamevirksomhed,2016-03-01,2200-01-01
4001730155,32065627,hovedbranche,464210,Engroshandel med beklædning,2009-02-18,2200-01-01
4001730170,32065813,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-02-17,2200-01-01
4001728451,32068057,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2010-06-01,2200-01-01
4001729907,32069436,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-02-27,2015-03-30
4001733569,32071406,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-05-31,2200-01-01
4001731066,32074472,hovedbranche,999999,Uoplyst,2009-03-10,2015-10-15
4001731066,32074472,hovedbranche,643040,Ventureselskaber og kapitalfonde,2015-10-16,2200-01-01
4001732320,32075118,hovedbranche,821100,Kombinerede administrationsserviceydelser,2009-03-11,2015-01-06
5684230,32075193,hovedbranche,620100,Computerprogrammering,2013-01-01,2200-01-01
4001740224,32076548,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-07-01,2014-07-30
4001730940,32076971,hovedbranche,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,2016-11-01,2200-01-01
4001730940,32076971,hovedbranche,422200,Anlæg af ledningsnet til elektricitet og kommunikation,2014-01-01,2016-10-31
4001730981,32077404,hovedbranche,353000,Varmeforsyning,2009-03-11,2200-01-01
4001728423,32079253,bibranche1,682040,Udlejning af erhvervsejendomme,2010-08-01,2200-01-01
4001728423,32079253,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2009-03-12,2200-01-01
4001736463,32080243,bibranche1,821100,Kombinerede administrationsserviceydelser,2009-08-01,2200-01-01
4001736463,32080243,hovedbranche,643030,Investeringsselskaber,2009-08-01,2200-01-01
4001743254,32081304,hovedbranche,511020,Charter- og taxiflyvning,2009-05-01,2200-01-01
4001734737,32081487,hovedbranche,522920,Speditører,2009-04-01,2200-01-01
4001734748,32081576,hovedbranche,829900,Anden forretningsservice i.a.n.,2015-01-27,2200-01-01
4001734748,32081576,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-01-01,2015-01-26
4001745312,32081924,hovedbranche,477210,Skotøjsforretninger,2009-04-01,2014-08-14
4717236,32082262,hovedbranche,999999,Uoplyst,2009-03-20,2014-04-23
4717236,32082262,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-04-24,2200-01-01
5899703,32082327,hovedbranche,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2009-03-20,2200-01-01
5228645,32090168,hovedbranche,464610,Engroshandel med medicinalvarer og sygeplejeartikler,2009-04-21,2200-01-01
4001765826,32091180,bibranche1,231400,Fremstilling af glasfiber,2009-05-20,2019-05-01
4001765826,32091180,bibranche2,682040,Udlejning af erhvervsejendomme,2010-07-01,2019-05-01
4001765826,32091180,hovedbranche,281110,Fremstilling af vindmøller og dele hertil,2009-05-20,2019-05-01
4734848,32092713,hovedbranche,999999,Uoplyst,2009-04-03,2017-12-18
4734848,32092713,hovedbranche,642020,Ikke-finansielle holdingselskaber,2017-12-19,2200-01-01
5490747,32093280,hovedbranche,370000,Opsamling og behandling af spildevand,2009-08-01,2200-01-01
4001751331,32093698,hovedbranche,463100,Engroshandel med frugt og grøntsager,2009-05-25,2200-01-01
4001767481,32093930,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-04-07,2200-01-01
5751320,32093973,bibranche1,643030,Investeringsselskaber,2009-10-21,2200-01-01
5751320,32093973,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2009-03-25,2200-01-01
4001756945,32095828,hovedbranche,782000,Vikarbureauer,2009-04-20,2200-01-01
4001753069,32096964,hovedbranche,91000,Serviceydelser i forbindelse med indvinding af råolie og naturgas,2015-01-01,2200-01-01
4001753069,32096964,hovedbranche,711240,"Geologiske undersøgelser og prospektering, landinspektører mv.",2009-04-01,2014-12-31
4001120479,32097316,bibranche1,475220,Byggemarkeder og værktøjsmagasiner,2008-01-01,2200-01-01
4001120479,32097316,hovedbranche,467310,"Engroshandel med træ, trælast og byggematerialer",2008-01-01,2200-01-01
5467005,32098762,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-04-15,2200-01-01
4001750022,32098983,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-04-17,2200-01-01
4001763353,32102174,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-04-22,2017-12-18
4001763383,32102611,bibranche1,682040,Udlejning af erhvervsejendomme,2010-01-01,2200-01-01
4001763383,32102611,hovedbranche,370000,Opsamling og behandling af spildevand,2009-04-20,2200-01-01
5170344,32123228,hovedbranche,475220,Byggemarkeder og værktøjsmagasiner,2008-01-01,2015-10-09
4001752800,32138551,hovedbranche,999999,Uoplyst,2009-04-27,2200-01-01
4001759674,32140726,bibranche1,251100,Fremstilling af metalkonstruktioner og dele heraf,2009-05-01,2200-01-01
4001759674,32140726,hovedbranche,256200,Maskinforarbejdning,2013-01-01,2200-01-01
4746841,32140777,hovedbranche,999999,Uoplyst,2009-04-28,2200-01-01
5545942,32140963,bibranche1,682040,Udlejning af erhvervsejendomme,2009-04-29,2200-01-01
5545942,32140963,hovedbranche,681000,Køb og salg af egen fast ejendom,2009-04-29,2200-01-01
5874180,32141277,hovedbranche,370000,Opsamling og behandling af spildevand,2009-05-01,2200-01-01
4001760990,32141773,hovedbranche,461200,"Agenturhandel med brændstoffer, malme, metaller og kemiske produkter til industrien",2010-01-01,2200-01-01
4001760994,32141846,hovedbranche,479900,"Anden detailhandel undtagen fra forretninger, stadepladser og markeder",2009-06-08,2200-01-01
4001769841,32143032,hovedbranche,521000,Oplagrings- og pakhusvirksomhed,2009-05-01,2200-01-01
4001750314,32145841,hovedbranche,360000,Vandforsyning,2009-06-01,2200-01-01
4001750320,32145914,hovedbranche,370000,Opsamling og behandling af spildevand,2009-06-01,2200-01-01
4001751596,32146309,hovedbranche,464210,Engroshandel med beklædning,2012-01-05,2200-01-01
4763119,32147135,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2010-01-01,2200-01-01
4001752916,32147283,hovedbranche,642010,Finansielle holdingselskaber,2010-01-15,2200-01-01
4001755049,32148247,bibranche1,643030,Investeringsselskaber,2009-05-12,2200-01-01
4001755049,32148247,hovedbranche,464220,Engroshandel med fodtøj,2009-05-12,2200-01-01
4756961,32148972,hovedbranche,999999,Uoplyst,2009-04-20,2200-01-01
4756962,32149006,hovedbranche,999999,Uoplyst,2009-04-20,2200-01-01
4001765959,32150187,hovedbranche,502000,Sø- og kysttransport af gods,2009-07-02,2200-01-01
4001764499,32151248,hovedbranche,464220,Engroshandel med fodtøj,2011-05-01,2200-01-01
4859962,32152341,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2009-07-01,2200-01-01
4001758261,32153372,bibranche1,682040,Udlejning af erhvervsejendomme,2010-01-01,2200-01-01
4001758261,32153372,hovedbranche,289300,"Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",2009-07-01,2200-01-01
4001757689,32153534,hovedbranche,643030,Investeringsselskaber,2009-07-01,2200-01-01
4001758286,32154883,hovedbranche,463600,"Engroshandel med sukker, chokolade og sukkervarer",2009-07-01,2200-01-01
4001763298,32155146,hovedbranche,282100,"Fremstilling af ovne, ildsteder og fyringsaggregater",2009-05-25,2200-01-01
4001759558,32155499,bibranche1,433200,Tømrer- og bygningssnedkervirksomhed,2014-07-16,2200-01-01
4001759558,32155499,bibranche1,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",2009-05-26,2014-07-15
4001759558,32155499,hovedbranche,439910,Murere,2009-05-26,2014-07-14
4001759558,32155499,hovedbranche,411000,Gennemførelse af byggeprojekter,2014-07-15,2200-01-01
4001766946,32156878,hovedbranche,999999,Uoplyst,2009-05-27,2200-01-01
4001768898,32157823,bibranche1,274000,Fremstilling af elektriske belysningsartikler,2014-09-25,2200-01-01
4001768898,32157823,hovedbranche,464700,"Engroshandel med møbler, tæpper og belysningsartikler",2014-01-01,2200-01-01
4001748965,32161022,hovedbranche,999999,Uoplyst,2009-05-30,2200-01-01
4001768843,32161065,hovedbranche,370000,Opsamling og behandling af spildevand,2009-06-04,2200-01-01
4001758327,32162592,hovedbranche,281200,Fremstilling af hydraulisk udstyr,2016-01-01,2200-01-01
4001758327,32162592,hovedbranche,282200,Fremstilling af løfte- og håndteringsudstyr,2009-06-09,2015-12-31
4001754028,32162606,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-07-01,2200-01-01
4001130028,32175015,hovedbranche,172900,Fremstilling af andre papir- og papvarer,2008-01-01,2017-03-07
2695761,32224318,hovedbranche,494100,Vejgodstransport,2008-01-01,2200-01-01
4001130654,32242715,bibranche1,201600,Fremstilling af plast i ubearbejdet form,2013-01-01,2016-12-31
4001130654,32242715,bibranche1,201400,Fremstilling af andre organiske basiskemikalier,2017-01-01,2200-01-01
4001130654,32242715,bibranche2,201400,Fremstilling af andre organiske basiskemikalier,2013-01-01,2016-12-31
4001130654,32242715,hovedbranche,205200,Fremstilling af lim,2013-01-01,2016-12-31
4001130654,32242715,hovedbranche,201600,Fremstilling af plast i ubearbejdet form,2017-01-01,2200-01-01
5013126,32258611,hovedbranche,821100,Kombinerede administrationsserviceydelser,2010-12-15,2200-01-01
4001754047,32258875,hovedbranche,464990,Engroshandel med andre husholdningsartikler,2009-06-11,2200-01-01
4001761717,32259901,hovedbranche,370000,Opsamling og behandling af spildevand,2009-05-28,2200-01-01
4001748923,32260144,hovedbranche,812100,Almindelig rengøring i bygninger,2009-11-01,2200-01-01
4001763010,32260837,hovedbranche,360000,Vandforsyning,2009-06-10,2200-01-01
4001740656,32260934,hovedbranche,370000,Opsamling og behandling af spildevand,2009-06-10,2200-01-01
4785973,32262473,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-06-15,2200-01-01
4001748706,32263062,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-07-23,2200-01-01
4001767656,32263305,bibranche1,821100,Kombinerede administrationsserviceydelser,2009-10-01,2200-01-01
4001767656,32263305,hovedbranche,649230,Andre kreditselskaber,2009-07-01,2200-01-01
4001767672,32263674,hovedbranche,999999,Uoplyst,2009-06-16,2200-01-01
4001752278,32264271,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-06-12,2200-01-01
4845709,32266134,hovedbranche,411000,Gennemførelse af byggeprojekter,2011-01-01,2200-01-01
4001769693,32266266,bibranche1,682040,Udlejning af erhvervsejendomme,2012-01-01,2200-01-01
4001769693,32266266,hovedbranche,352100,Fremstilling af gas,2009-02-24,2200-01-01
4001749822,32266355,hovedbranche,721100,Forskning og eksperimentel udvikling indenfor bioteknologi,2009-06-19,2200-01-01
4001764241,32267432,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-06-22,2200-01-01
4001769738,32267882,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-06-11,2200-01-01
4001760512,32268668,bibranche1,682040,Udlejning af erhvervsejendomme,2016-01-01,2200-01-01
4001760512,32268668,hovedbranche,370000,Opsamling og behandling af spildevand,2009-08-01,2200-01-01
4001757881,32269052,hovedbranche,331200,Reparation af maskiner,2009-10-01,2200-01-01
4001761766,32269761,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-08-01,2200-01-01
4001759200,32271898,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2009-07-01,2200-01-01
4001769683,32272223,bibranche1,562900,Anden restaurationsvirksomhed,2009-09-03,2200-01-01
4001769683,32272223,hovedbranche,289900,Fremstilling af øvrige maskiner til specielle formål i.a.n.,2009-09-03,2200-01-01
4001751222,32273599,hovedbranche,682040,Udlejning af erhvervsejendomme,2015-07-01,2200-01-01
4001751222,32273599,hovedbranche,642020,Ikke-finansielle holdingselskaber,2011-10-19,2015-06-30
4001763109,32277071,hovedbranche,477700,"Detailhandel med ure, smykker og guld- og sølvvarer",2009-06-26,2200-01-01
4001762018,32277802,hovedbranche,412000,Opførelse af bygninger,2009-07-01,2200-01-01
4001763323,32278477,hovedbranche,451110,"Engroshandel med personbiler, varebiler og minibusser",2010-01-01,2200-01-01
4001763325,32278507,hovedbranche,502000,Sø- og kysttransport af gods,2009-07-01,2200-01-01
4000667906,32282296,hovedbranche,421200,Anlæg af jernbaner og undergrundsbaner,2014-01-01,2200-01-01
4001751827,32283063,hovedbranche,432200,VVS- og blikkenslagerforretninger,2009-07-23,2200-01-01
4001776404,32283853,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2009-07-23,2200-01-01
5228873,32283934,hovedbranche,691000,Juridisk bistand,2009-08-01,2200-01-01
4001776414,32284450,hovedbranche,999999,Uoplyst,2009-06-29,2200-01-01
4001771063,32284671,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2012-01-01,2200-01-01
4874376,32285201,hovedbranche,692000,Bogføring og revision: skatterådgivning,2009-06-25,2200-01-01
4001761225,32285708,bibranche1,682040,Udlejning af erhvervsejendomme,2013-02-01,2200-01-01
4001761225,32285708,hovedbranche,370000,Opsamling og behandling af spildevand,2009-07-01,2200-01-01
4001761226,32285724,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-06-24,2200-01-01
4001779075,32285759,hovedbranche,351400,Handel med elektricitet,2009-08-24,2200-01-01
4001750897,32286909,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-07-07,2200-01-01
5187298,32287123,hovedbranche,821100,Kombinerede administrationsserviceydelser,2011-07-01,2017-06-22
4001768050,32287921,hovedbranche,999999,Uoplyst,2009-07-03,2200-01-01
4001754380,32288006,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2009-07-01,2200-01-01
5623669,32289223,hovedbranche,999999,Uoplyst,2009-07-01,2016-09-11
5623669,32289223,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-09-12,2200-01-01
4001769455,32292194,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-07-01,2200-01-01
4001780376,32292747,hovedbranche,381100,Indsamling af ikke-farligt affald,2009-07-01,2200-01-01
4001755739,32292763,hovedbranche,360000,Vandforsyning,2009-08-01,2200-01-01
4001766912,32292771,hovedbranche,370000,Opsamling og behandling af spildevand,2009-07-01,2200-01-01
5361965,32294839,hovedbranche,464320,Engroshandel med radio og tv mv.,2009-08-01,2200-01-01
4001762507,32296793,hovedbranche,711100,Arkitektvirksomhed,2009-08-06,2200-01-01
4001997386,32297374,hovedbranche,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,2013-10-01,2200-01-01
4001994505,32298230,hovedbranche,999999,Uoplyst,2013-10-21,2200-01-01
4002002887,32298664,hovedbranche,466100,"Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil",2014-01-01,2200-01-01
4002002892,32298699,hovedbranche,681000,Køb og salg af egen fast ejendom,2013-11-18,2200-01-01
4001986152,32298826,hovedbranche,581900,Anden udgivervirksomhed,2013-09-20,2200-01-01
4861295,32299385,hovedbranche,774000,"Leasing af intellektuelle ejendomsrettigheder og lignende, dog ikke ophavsretsbeskyttede værker",2011-10-01,2200-01-01
4001772583,32299806,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2010-04-01,2016-11-02
4001790162,32300022,hovedbranche,931300,Fitnesscentre,2009-11-01,2016-08-12
4001816474,32301827,bibranche1,522920,Speditører,2010-07-01,2017-09-25
4001816474,32301827,hovedbranche,522400,Godshåndtering,2010-07-01,2017-09-25
5552113,32303374,hovedbranche,691000,Juridisk bistand,2011-01-01,2200-01-01
5404141,32304680,hovedbranche,467500,Engroshandel med kemiske produkter,2011-12-29,2200-01-01
4001896608,32304877,hovedbranche,999999,Uoplyst,2011-10-13,2200-01-01
4001898975,32305601,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2012-02-06,2200-01-01
4001906295,32306306,hovedbranche,999999,Uoplyst,2012-03-26,2200-01-01
5805923,32306497,hovedbranche,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,2012-04-17,2200-01-01
4001898406,32306594,hovedbranche,642020,Ikke-finansielle holdingselskaber,2012-06-12,2016-07-12
4001985876,32308449,hovedbranche,999999,Uoplyst,2014-02-01,2015-12-31
4001985876,32308449,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4002015224,32308740,hovedbranche,999999,Uoplyst,2014-02-04,2015-12-31
4002015224,32308740,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4001987267,32308783,hovedbranche,999999,Uoplyst,2014-02-04,2200-01-01
4002020808,32308813,hovedbranche,999999,Uoplyst,2014-02-04,2200-01-01
4001847431,32310990,hovedbranche,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2011-04-01,2200-01-01
4000722522,32311903,hovedbranche,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",2011-02-15,2200-01-01
4002046101,32312004,hovedbranche,999999,Uoplyst,2014-06-04,2014-09-30
4002046101,32312004,hovedbranche,620100,Computerprogrammering,2014-10-01,2200-01-01
4001847228,32320732,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2017-03-30
4001857163,32322654,hovedbranche,463900,"Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer",2011-07-01,2200-01-01
4001857167,32322697,hovedbranche,463900,"Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer",2011-08-15,2200-01-01
4001857171,32322735,hovedbranche,351100,Produktion af elektricitet,2011-06-22,2200-01-01
4001925126,32323448,hovedbranche,682040,Udlejning af erhvervsejendomme,2012-06-29,2200-01-01
4001926472,32324533,hovedbranche,433200,Tømrer- og bygningssnedkervirksomhed,2012-07-31,2200-01-01
4002002071,32325688,hovedbranche,999999,Uoplyst,2013-12-20,2014-05-07
4002002071,32325688,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-05-08,2200-01-01
4002013931,32325807,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-02-03,2200-01-01
4001986962,32327478,hovedbranche,999999,Uoplyst,2013-12-06,2200-01-01
4001983290,32334059,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2014-02-13,2200-01-01
4002015294,32334075,hovedbranche,999999,Uoplyst,2014-02-13,2016-09-30
4002015294,32334075,hovedbranche,821100,Kombinerede administrationsserviceydelser,2016-10-01,2200-01-01
4001983293,32334121,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2014-02-06,2200-01-01
5924030,32337120,hovedbranche,691000,Juridisk bistand,2013-06-01,2200-01-01
4001962517,32337376,hovedbranche,464320,Engroshandel med radio og tv mv.,2013-05-01,2200-01-01
4001962522,32337422,hovedbranche,620100,Computerprogrammering,2013-08-15,2200-01-01
4001962549,32337767,hovedbranche,383200,Genbrug af sorterede materialer,2013-06-13,2200-01-01
4001963851,32338267,hovedbranche,642010,Finansielle holdingselskaber,2013-05-03,2018-01-24
4001980004,32339026,bibranche1,522400,Godshåndtering,2013-09-01,2200-01-01
4001980004,32339026,hovedbranche,522300,Serviceydelser i forbindelse med luftfart,2013-06-27,2200-01-01
