cvrnummer,formkode,kortbeskrivelse,langbeskrivelse,gyldigfra,gyldigtil
28661282,60,A/S,Aktieselskab,2006-07-04,2014-04-22
27524621,60,A/S,Aktieselskab,2006-11-30,2200-01-01
29685924,60,A/S,Aktieselskab,2006-07-04,2200-01-01
29626839,60,A/S,Aktieselskab,2012-03-20,2017-09-19
28677138,60,A/S,Aktieselskab,2006-12-18,2200-01-01
29927863,60,A/S,Aktieselskab,2006-09-30,2200-01-01
29973334,60,A/S,Aktieselskab,2006-10-20,2200-01-01
29801843,60,A/S,Aktieselskab,2006-12-11,2200-01-01
29802068,60,A/S,Aktieselskab,2006-12-11,2016-06-15
29831033,60,A/S,Aktieselskab,2006-12-22,2200-01-01
29781834,60,A/S,Aktieselskab,2006-08-31,2200-01-01
29826641,60,A/S,Aktieselskab,2006-12-19,2200-01-01
29831726,60,A/S,Aktieselskab,2006-12-13,2019-02-19
29831904,60,A/S,Aktieselskab,2006-12-22,2200-01-01
29831963,60,A/S,Aktieselskab,2006-12-20,2200-01-01
30080076,60,A/S,Aktieselskab,2006-11-30,2200-01-01
29787239,60,A/S,Aktieselskab,2006-11-02,2200-01-01
29939470,60,A/S,Aktieselskab,2007-12-18,2200-01-01
28667590,60,A/S,Aktieselskab,2006-10-01,2200-01-01
29824088,60,A/S,Aktieselskab,2006-11-10,2200-01-01
29927731,60,A/S,Aktieselskab,2008-02-18,2018-11-14
29925267,60,A/S,Aktieselskab,2006-10-01,2015-10-23
29922098,60,A/S,Aktieselskab,2006-12-04,2200-01-01
29800758,60,A/S,Aktieselskab,2010-12-21,2200-01-01
29843864,60,A/S,Aktieselskab,2006-08-31,2200-01-01
29839999,60,A/S,Aktieselskab,2006-08-23,2200-01-01
30070933,60,A/S,Aktieselskab,2006-10-09,2200-01-01
29975884,60,A/S,Aktieselskab,2006-10-26,2200-01-01
30083377,60,A/S,Aktieselskab,2006-11-29,2017-02-01
29793026,60,A/S,Aktieselskab,2006-11-30,2017-03-08
29922071,60,A/S,Aktieselskab,2006-12-04,2200-01-01
28668031,60,A/S,Aktieselskab,2006-11-07,2200-01-01
29913382,60,A/S,Aktieselskab,2006-09-15,2200-01-01
29915458,60,A/S,Aktieselskab,2006-08-07,2200-01-01
30067762,60,A/S,Aktieselskab,2006-11-14,2016-03-09
30068440,60,A/S,Aktieselskab,2006-11-14,2200-01-01
30068572,60,A/S,Aktieselskab,2006-11-14,2200-01-01
29805148,60,A/S,Aktieselskab,2007-01-01,2200-01-01
29804621,60,A/S,Aktieselskab,2008-01-28,2200-01-01
29851247,60,A/S,Aktieselskab,2006-08-31,2200-01-01
29851255,60,A/S,Aktieselskab,2006-08-31,2200-01-01
30276582,60,A/S,Aktieselskab,2011-09-20,2200-01-01
30243005,60,A/S,Aktieselskab,2007-01-09,2200-01-01
30501950,60,A/S,Aktieselskab,2007-04-16,2018-12-17
28667523,60,A/S,Aktieselskab,2006-10-01,2200-01-01
30488512,60,A/S,Aktieselskab,2007-03-21,2200-01-01
30174100,60,A/S,Aktieselskab,2006-12-18,2200-01-01
30235843,60,A/S,Aktieselskab,2007-01-29,2200-01-01
30238974,60,A/S,Aktieselskab,2007-01-31,2200-01-01
29797013,60,A/S,Aktieselskab,2006-11-02,2017-03-23
29798362,60,A/S,Aktieselskab,2006-11-01,2200-01-01
30364538,60,A/S,Aktieselskab,2007-03-22,2200-01-01
30241509,60,A/S,Aktieselskab,2008-08-04,2200-01-01
30357604,60,A/S,Aktieselskab,2007-03-15,2200-01-01
30175565,60,A/S,Aktieselskab,2006-12-04,2200-01-01
29809577,60,A/S,Aktieselskab,2007-01-02,2200-01-01
30277902,60,A/S,Aktieselskab,2007-02-09,2200-01-01
30364376,60,A/S,Aktieselskab,2007-03-22,2016-12-13
30488687,60,A/S,Aktieselskab,2012-07-19,2200-01-01
30205146,60,A/S,Aktieselskab,2007-01-10,2200-01-01
30242181,60,A/S,Aktieselskab,2007-02-06,2200-01-01
30196570,60,A/S,Aktieselskab,2007-01-01,2200-01-01
30196996,60,A/S,Aktieselskab,2007-01-01,2200-01-01
29829527,60,A/S,Aktieselskab,2006-12-21,2200-01-01
30244400,60,A/S,Aktieselskab,2007-01-20,2200-01-01
30179498,60,A/S,Aktieselskab,2007-01-05,2200-01-01
30066677,60,A/S,Aktieselskab,2006-11-15,2200-01-01
30278593,60,A/S,Aktieselskab,2007-01-01,2200-01-01
30278895,60,A/S,Aktieselskab,2007-02-20,2200-01-01
30492765,60,A/S,Aktieselskab,2007-04-02,2200-01-01
29850550,60,A/S,Aktieselskab,2006-09-11,2200-01-01
30235851,60,A/S,Aktieselskab,2007-01-29,2200-01-01
30173929,60,A/S,Aktieselskab,2006-12-18,2200-01-01
30240782,60,A/S,Aktieselskab,2007-01-29,2200-01-01
30272900,60,A/S,Aktieselskab,2007-02-14,2200-01-01
30494296,60,A/S,Aktieselskab,2007-03-28,2200-01-01
30088093,60,A/S,Aktieselskab,2006-12-14,2200-01-01
30694244,60,A/S,Aktieselskab,2007-06-25,2200-01-01
30694864,60,A/S,Aktieselskab,2007-04-10,2200-01-01
30720067,60,A/S,Aktieselskab,2007-07-12,2200-01-01
30504461,60,A/S,Aktieselskab,2007-04-19,2200-01-01
30696972,60,A/S,Aktieselskab,2007-06-14,2200-01-01
30811577,60,A/S,Aktieselskab,2007-08-28,2200-01-01
30568176,60,A/S,Aktieselskab,2007-04-25,2200-01-01
30545532,60,A/S,Aktieselskab,2010-12-23,2200-01-01
30544676,60,A/S,Aktieselskab,2007-04-27,2017-05-09
30581369,60,A/S,Aktieselskab,2007-05-08,2200-01-01
30582330,60,A/S,Aktieselskab,2007-05-09,2015-12-21
30584066,60,A/S,Aktieselskab,2007-05-11,2200-01-01
30606566,60,A/S,Aktieselskab,2007-05-01,2200-01-01
30609492,60,A/S,Aktieselskab,2007-06-06,2200-01-01
30691369,60,A/S,Aktieselskab,2007-06-25,2200-01-01
30577175,60,A/S,Aktieselskab,2010-03-31,2016-12-31
30584228,60,A/S,Aktieselskab,2007-04-10,2015-05-07
30576411,60,A/S,Aktieselskab,2007-05-02,2016-03-14
30493311,60,A/S,Aktieselskab,2016-04-29,2200-01-01
30601998,60,A/S,Aktieselskab,2007-05-31,2200-01-01
30602293,60,A/S,Aktieselskab,2007-05-30,2016-05-18
30504828,60,A/S,Aktieselskab,2007-04-19,2200-01-01
30614720,60,A/S,Aktieselskab,2007-01-01,2200-01-01
30730860,60,A/S,Aktieselskab,2007-07-26,2014-11-10
30577256,60,A/S,Aktieselskab,2010-10-08,2200-01-01
30511336,60,A/S,Aktieselskab,2007-01-01,2018-12-17
30700031,60,A/S,Aktieselskab,2007-07-02,2200-01-01
30612450,60,A/S,Aktieselskab,2007-06-14,2200-01-01
30545788,60,A/S,Aktieselskab,2007-05-29,2017-09-05
30616464,60,A/S,Aktieselskab,2007-06-18,2016-06-15
30605721,60,A/S,Aktieselskab,2007-06-06,2200-01-01
30555058,60,A/S,Aktieselskab,2007-06-01,2200-01-01
30696808,60,A/S,Aktieselskab,2017-05-30,2200-01-01
30691644,60,A/S,Aktieselskab,2007-06-25,2200-01-01
30551494,60,A/S,Aktieselskab,2007-01-01,2200-01-01
30731697,60,A/S,Aktieselskab,2007-08-01,2200-01-01
30732049,60,A/S,Aktieselskab,2007-02-15,2200-01-01
30574842,60,A/S,Aktieselskab,2011-01-12,2200-01-01
30548043,60,A/S,Aktieselskab,2007-05-31,2200-01-01
30585968,60,A/S,Aktieselskab,2007-05-01,2200-01-01
30610369,60,A/S,Aktieselskab,2007-06-13,2200-01-01
30353064,60,A/S,Aktieselskab,2009-06-30,2200-01-01
30738497,60,A/S,Aktieselskab,2007-08-10,2200-01-01
30589335,60,A/S,Aktieselskab,2007-05-11,2016-10-31
30590503,60,A/S,Aktieselskab,2007-04-24,2200-01-01
30590570,60,A/S,Aktieselskab,2007-05-15,2015-06-22
30527887,60,A/S,Aktieselskab,2007-06-29,2200-01-01
30587758,60,A/S,Aktieselskab,2007-05-15,2016-09-16
30556100,60,A/S,Aktieselskab,2007-06-29,2200-01-01
30799348,60,A/S,Aktieselskab,2007-08-14,2200-01-01
30826434,60,A/S,Aktieselskab,2007-09-14,2200-01-01
30826752,60,A/S,Aktieselskab,2007-09-14,2200-01-01
30913957,60,A/S,Aktieselskab,2007-10-09,2200-01-01
30914171,60,A/S,Aktieselskab,2007-10-10,2200-01-01
30915119,60,A/S,Aktieselskab,2007-10-16,2200-01-01
30988256,60,A/S,Aktieselskab,2007-10-09,2200-01-01
30988299,60,A/S,Aktieselskab,2007-10-31,2200-01-01
30714024,60,A/S,Aktieselskab,2008-09-01,2200-01-01
30714830,60,A/S,Aktieselskab,2007-07-10,2200-01-01
30801105,60,A/S,Aktieselskab,2007-07-18,2200-01-01
30920856,60,A/S,Aktieselskab,2007-10-23,2017-06-28
30709101,60,A/S,Aktieselskab,2007-07-05,2015-07-01
30711726,60,A/S,Aktieselskab,2007-06-29,2200-01-01
30712390,60,A/S,Aktieselskab,2014-06-23,2014-06-30
30713478,60,A/S,Aktieselskab,2007-07-09,2200-01-01
30808460,60,A/S,Aktieselskab,2007-08-24,2200-01-01
30904079,60,A/S,Aktieselskab,2007-09-12,2200-01-01
30921941,60,A/S,Aktieselskab,2007-09-18,2200-01-01
30810139,60,A/S,Aktieselskab,2007-08-27,2200-01-01
30812743,60,A/S,Aktieselskab,2007-08-31,2200-01-01
30917839,60,A/S,Aktieselskab,2007-10-18,2200-01-01
30800680,60,A/S,Aktieselskab,2007-06-29,2200-01-01
30895843,60,A/S,Aktieselskab,2007-09-26,2200-01-01
30896866,60,A/S,Aktieselskab,2007-09-24,2200-01-01
30899237,60,A/S,Aktieselskab,2007-10-01,2200-01-01
30713354,60,A/S,Aktieselskab,2007-07-02,2200-01-01
30921860,60,A/S,Aktieselskab,2007-10-23,2200-01-01
30899849,60,A/S,Aktieselskab,2017-06-26,2200-01-01
30718631,60,A/S,Aktieselskab,2007-07-04,2200-01-01
30911407,60,A/S,Aktieselskab,2007-10-09,2200-01-01
30810678,60,A/S,Aktieselskab,2007-08-22,2019-06-06
30714709,60,A/S,Aktieselskab,2007-07-05,2200-01-01
30900820,60,A/S,Aktieselskab,2007-10-01,2200-01-01
30909755,60,A/S,Aktieselskab,2007-09-30,2200-01-01
30513592,60,A/S,Aktieselskab,2007-07-03,2200-01-01
30719409,60,A/S,Aktieselskab,2007-06-27,2200-01-01
30722566,60,A/S,Aktieselskab,2007-07-09,2200-01-01
30528956,60,A/S,Aktieselskab,2007-06-29,2200-01-01
30827872,60,A/S,Aktieselskab,2007-09-13,2200-01-01
30811097,60,A/S,Aktieselskab,2007-08-24,2200-01-01
30724119,60,A/S,Aktieselskab,2007-07-16,2200-01-01
30834682,60,A/S,Aktieselskab,2007-09-11,2200-01-01
31050022,60,A/S,Aktieselskab,2007-11-05,2016-09-29
30719735,60,A/S,Aktieselskab,2007-05-24,2200-01-01
31326036,60,A/S,Aktieselskab,2007-12-19,2200-01-01
31184843,60,A/S,Aktieselskab,2019-03-28,2200-01-01
31271223,60,A/S,Aktieselskab,2008-02-19,2200-01-01
31278007,60,A/S,Aktieselskab,2008-02-28,2200-01-01
31087694,60,A/S,Aktieselskab,2007-12-05,2200-01-01
31177596,60,A/S,Aktieselskab,2007-12-20,2200-01-01
30557751,60,A/S,Aktieselskab,2007-12-03,2200-01-01
31164192,60,A/S,Aktieselskab,2007-12-21,2200-01-01
31165563,60,A/S,Aktieselskab,2008-01-01,2200-01-01
31161398,60,A/S,Aktieselskab,2007-12-17,2018-04-05
31079543,60,A/S,Aktieselskab,2014-04-29,2200-01-01
30919246,60,A/S,Aktieselskab,2007-10-22,2200-01-01
31063094,60,A/S,Aktieselskab,2007-11-19,2200-01-01
31171083,60,A/S,Aktieselskab,2008-01-08,2200-01-01
31081610,60,A/S,Aktieselskab,2007-11-30,2200-01-01
31060605,60,A/S,Aktieselskab,2007-11-14,2200-01-01
31056780,60,A/S,Aktieselskab,2012-12-20,2200-01-01
31058112,60,A/S,Aktieselskab,2007-11-09,2200-01-01
31185025,60,A/S,Aktieselskab,2010-09-06,2200-01-01
31159431,60,A/S,Aktieselskab,2007-12-18,2200-01-01
31088631,60,A/S,Aktieselskab,2007-12-11,2016-09-06
31089204,60,A/S,Aktieselskab,2007-12-12,2200-01-01
31058724,60,A/S,Aktieselskab,2007-11-13,2200-01-01
31053838,60,A/S,Aktieselskab,2007-11-08,2200-01-01
31164486,60,A/S,Aktieselskab,2007-12-21,2200-01-01
31078407,60,A/S,Aktieselskab,2009-05-04,2200-01-01
30558642,60,A/S,Aktieselskab,2007-12-10,2200-01-01
30559053,60,A/S,Aktieselskab,2007-11-30,2200-01-01
31087031,60,A/S,Aktieselskab,2007-12-11,2014-10-31
31076927,60,A/S,Aktieselskab,2007-11-21,2200-01-01
31082498,60,A/S,Aktieselskab,2007-12-06,2200-01-01
31151899,60,A/S,Aktieselskab,2007-12-13,2200-01-01
31165539,60,A/S,Aktieselskab,2008-01-01,2014-12-03
31284910,60,A/S,Aktieselskab,2008-03-05,2200-01-01
31067782,60,A/S,Aktieselskab,2007-11-22,2200-01-01
31071348,60,A/S,Aktieselskab,2007-11-15,2200-01-01
31075262,60,A/S,Aktieselskab,2007-11-30,2200-01-01
31155835,60,A/S,Aktieselskab,2007-11-08,2200-01-01
31158591,60,A/S,Aktieselskab,2007-12-14,2200-01-01
31165342,60,A/S,Aktieselskab,2008-01-01,2200-01-01
31054206,60,A/S,Aktieselskab,2007-11-05,2200-01-01
31055148,60,A/S,Aktieselskab,2007-10-31,2200-01-01
31085365,60,A/S,Aktieselskab,2007-12-07,2200-01-01
31085632,60,A/S,Aktieselskab,2007-12-01,2017-04-28
31088658,60,A/S,Aktieselskab,2007-11-30,2200-01-01
31151465,60,A/S,Aktieselskab,2007-12-11,2200-01-01
31151767,60,A/S,Aktieselskab,2007-12-13,2200-01-01
31151910,60,A/S,Aktieselskab,2007-12-13,2200-01-01
31052319,60,A/S,Aktieselskab,2007-11-01,2200-01-01
31052785,60,A/S,Aktieselskab,2009-05-06,2200-01-01
31245079,60,A/S,Aktieselskab,2008-01-29,2200-01-01
30518853,60,A/S,Aktieselskab,2007-12-20,2014-09-12
31156270,60,A/S,Aktieselskab,2012-06-22,2200-01-01
31261775,60,A/S,Aktieselskab,2008-01-30,2200-01-01
31330807,60,A/S,Aktieselskab,2008-03-17,2200-01-01
31157587,60,A/S,Aktieselskab,2007-11-08,2200-01-01
31179335,60,A/S,Aktieselskab,2007-12-31,2200-01-01
31271193,60,A/S,Aktieselskab,2008-02-19,2200-01-01
31424909,60,A/S,Aktieselskab,2008-05-13,2200-01-01
31369878,60,A/S,Aktieselskab,2008-04-01,2200-01-01
31599032,60,A/S,Aktieselskab,2008-07-03,2200-01-01
31601061,60,A/S,Aktieselskab,2008-07-03,2200-01-01
31347327,60,A/S,Aktieselskab,2011-06-14,2200-01-01
31473233,60,A/S,Aktieselskab,2008-05-26,2200-01-01
31592488,60,A/S,Aktieselskab,2008-06-25,2200-01-01
31592534,60,A/S,Aktieselskab,2008-06-25,2200-01-01
31370450,60,A/S,Aktieselskab,2008-04-10,2200-01-01
31597358,60,A/S,Aktieselskab,2008-07-03,2200-01-01
31417554,60,A/S,Aktieselskab,2008-05-02,2016-10-13
31370183,60,A/S,Aktieselskab,2008-04-09,2200-01-01
31486424,60,A/S,Aktieselskab,2007-12-10,2200-01-01
31414490,60,A/S,Aktieselskab,2008-04-07,2018-03-30
30506677,60,A/S,Aktieselskab,2009-03-12,2200-01-01
31426340,60,A/S,Aktieselskab,2008-05-14,2200-01-01
31282799,60,A/S,Aktieselskab,2008-02-01,2015-07-15
31587921,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31348455,60,A/S,Aktieselskab,2008-03-26,2200-01-01
31412889,60,A/S,Aktieselskab,2008-07-31,2200-01-01
31374618,60,A/S,Aktieselskab,2008-04-14,2200-01-01
31478200,60,A/S,Aktieselskab,2008-05-26,2200-01-01
31422450,60,A/S,Aktieselskab,2008-05-08,2200-01-01
31588251,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31588448,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31180503,60,A/S,Aktieselskab,2008-01-15,2200-01-01
31346959,60,A/S,Aktieselskab,2008-03-27,2200-01-01
31347122,60,A/S,Aktieselskab,2008-03-27,2200-01-01
31501296,60,A/S,Aktieselskab,2008-05-26,2200-01-01
31479363,60,A/S,Aktieselskab,2016-06-29,2200-01-01
31479770,60,A/S,Aktieselskab,2008-05-30,2200-01-01
31180651,60,A/S,Aktieselskab,2008-01-16,2200-01-01
31467918,60,A/S,Aktieselskab,2008-05-21,2200-01-01
31744334,60,A/S,Aktieselskab,2008-08-15,2200-01-01
31762332,60,A/S,Aktieselskab,2008-06-24,2200-01-01
31747058,60,A/S,Aktieselskab,2008-08-08,2200-01-01
31764319,60,A/S,Aktieselskab,2008-09-26,2200-01-01
31753104,60,A/S,Aktieselskab,2008-09-10,2200-01-01
31753643,60,A/S,Aktieselskab,2008-09-03,2017-01-12
31747279,60,A/S,Aktieselskab,2008-09-01,2200-01-01
31752523,60,A/S,Aktieselskab,2008-08-18,2016-11-10
31943140,60,A/S,Aktieselskab,2009-01-23,2200-01-01
31849292,60,A/S,Aktieselskab,2008-10-31,2200-01-01
31849322,60,A/S,Aktieselskab,2008-10-31,2200-01-01
31588111,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31589142,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31483646,60,A/S,Aktieselskab,2008-06-03,2200-01-01
31769086,60,A/S,Aktieselskab,2008-10-01,2200-01-01
31766273,60,A/S,Aktieselskab,2008-09-26,2200-01-01
31592720,60,A/S,Aktieselskab,2008-07-02,2200-01-01
30523296,60,A/S,Aktieselskab,2008-09-05,2200-01-01
31620171,60,A/S,Aktieselskab,2008-08-05,2014-07-09
31498309,60,A/S,Aktieselskab,2008-06-21,2014-12-12
29813175,60,A/S,Aktieselskab,2008-10-27,2200-01-01
31631238,60,A/S,Aktieselskab,2008-08-20,2200-01-01
31596971,60,A/S,Aktieselskab,2008-07-01,2200-01-01
30526724,60,A/S,Aktieselskab,2008-09-19,2015-08-25
31765129,60,A/S,Aktieselskab,2008-09-26,2200-01-01
31757916,60,A/S,Aktieselskab,2008-09-01,2200-01-01
31599555,60,A/S,Aktieselskab,2014-09-01,2200-01-01
31754615,60,A/S,Aktieselskab,2008-09-11,2018-08-13
30514807,60,A/S,Aktieselskab,2008-10-09,2200-01-01
31764386,60,A/S,Aktieselskab,2008-07-01,2200-01-01
31618606,60,A/S,Aktieselskab,2008-08-04,2200-01-01
31618878,60,A/S,Aktieselskab,2008-08-01,2200-01-01
31744520,60,A/S,Aktieselskab,2014-06-30,2200-01-01
31493994,60,A/S,Aktieselskab,2008-01-01,2200-01-01
31774985,60,A/S,Aktieselskab,2009-01-05,2200-01-01
30530470,60,A/S,Aktieselskab,2008-10-09,2200-01-01
31583829,60,A/S,Aktieselskab,2008-06-30,2016-05-18
30532228,60,A/S,Aktieselskab,2013-05-31,2200-01-01
31759358,60,A/S,Aktieselskab,2008-09-17,2200-01-01
31752469,60,A/S,Aktieselskab,2017-08-12,2200-01-01
30531620,60,A/S,Aktieselskab,2008-10-16,2200-01-01
31623685,60,A/S,Aktieselskab,2008-08-12,2200-01-01
30532740,60,A/S,Aktieselskab,2008-10-08,2200-01-01
31847273,60,A/S,Aktieselskab,2008-09-24,2200-01-01
31846846,60,A/S,Aktieselskab,2008-10-31,2200-01-01
31848083,60,A/S,Aktieselskab,2008-10-08,2200-01-01
31480892,60,A/S,Aktieselskab,2008-05-28,2015-03-05
31587867,60,A/S,Aktieselskab,2008-07-01,2200-01-01
32079253,60,A/S,Aktieselskab,2009-03-12,2200-01-01
32068057,60,A/S,Aktieselskab,2010-05-14,2200-01-01
32061877,60,A/S,Aktieselskab,2009-02-09,2200-01-01
31854822,60,A/S,Aktieselskab,2008-11-01,2200-01-01
31935520,60,A/S,Aktieselskab,2008-12-01,2200-01-01
32065325,60,A/S,Aktieselskab,2009-02-13,2200-01-01
32065627,60,A/S,Aktieselskab,2009-02-18,2200-01-01
32065813,60,A/S,Aktieselskab,2009-02-17,2200-01-01
31857791,60,A/S,Aktieselskab,2008-12-01,2200-01-01
32076971,60,A/S,Aktieselskab,2009-03-12,2200-01-01
32077404,60,A/S,Aktieselskab,2009-03-11,2200-01-01
31857899,60,A/S,Aktieselskab,2008-12-01,2200-01-01
31858356,60,A/S,Aktieselskab,2008-11-20,2200-01-01
31857848,60,A/S,Aktieselskab,2008-12-01,2200-01-01
32075118,60,A/S,Aktieselskab,2010-12-10,2015-01-06
32071406,60,A/S,Aktieselskab,2009-03-03,2200-01-01
32081487,60,A/S,Aktieselskab,2009-03-13,2200-01-01
32081576,60,A/S,Aktieselskab,2009-03-05,2200-01-01
29818983,60,A/S,Aktieselskab,2009-03-04,2200-01-01
31884993,60,A/S,Aktieselskab,2008-12-16,2200-01-01
31885299,60,A/S,Aktieselskab,2008-12-16,2200-01-01
31885337,60,A/S,Aktieselskab,2008-12-16,2200-01-01
32080243,60,A/S,Aktieselskab,2009-03-13,2200-01-01
29817456,60,A/S,Aktieselskab,2009-02-07,2200-01-01
31934826,60,A/S,Aktieselskab,2009-01-08,2200-01-01
31875382,60,A/S,Aktieselskab,2008-11-19,2200-01-01
31875544,60,A/S,Aktieselskab,2008-11-27,2200-01-01
31875722,60,A/S,Aktieselskab,2008-11-27,2200-01-01
31887755,60,A/S,Aktieselskab,2008-12-17,2200-01-01
32058205,60,A/S,Aktieselskab,2009-01-29,2200-01-01
31852765,60,A/S,Aktieselskab,2009-02-26,2200-01-01
29815909,60,A/S,Aktieselskab,2009-01-16,2200-01-01
32076548,60,A/S,Aktieselskab,2009-03-12,2014-07-30
32260934,60,A/S,Aktieselskab,2009-06-10,2200-01-01
31894522,60,A/S,Aktieselskab,2008-12-18,2200-01-01
32081304,60,A/S,Aktieselskab,2009-03-20,2200-01-01
31784190,60,A/S,Aktieselskab,2008-11-03,2018-01-22
31857759,60,A/S,Aktieselskab,2008-12-01,2200-01-01
31937817,60,A/S,Aktieselskab,2009-01-12,2200-01-01
31785979,60,A/S,Aktieselskab,2008-11-03,2200-01-01
31774179,60,A/S,Aktieselskab,2008-09-12,2200-01-01
31859638,60,A/S,Aktieselskab,2009-01-29,2200-01-01
29818231,60,A/S,Aktieselskab,2010-05-14,2200-01-01
31885582,60,A/S,Aktieselskab,2008-12-16,2200-01-01
31885647,60,A/S,Aktieselskab,2008-12-16,2200-01-01
31886074,60,A/S,Aktieselskab,2008-12-17,2017-03-27
31886112,60,A/S,Aktieselskab,2008-12-17,2200-01-01
31875560,60,A/S,Aktieselskab,2008-11-27,2200-01-01
31876036,60,A/S,Aktieselskab,2008-11-17,2200-01-01
31877288,60,A/S,Aktieselskab,2008-12-03,2015-06-08
31877385,60,A/S,Aktieselskab,2008-12-08,2200-01-01
31853923,60,A/S,Aktieselskab,2008-11-17,2200-01-01
32059325,60,A/S,Aktieselskab,2009-01-01,2200-01-01
31943485,60,A/S,Aktieselskab,2009-01-23,2200-01-01
32263062,60,A/S,Aktieselskab,2014-02-27,2200-01-01
32260144,60,A/S,Aktieselskab,2009-05-27,2200-01-01
32266355,60,A/S,Aktieselskab,2017-10-20,2200-01-01
29820511,60,A/S,Aktieselskab,2009-06-15,2200-01-01
32145841,60,A/S,Aktieselskab,2009-09-25,2200-01-01
32145914,60,A/S,Aktieselskab,2009-09-25,2200-01-01
32286909,60,A/S,Aktieselskab,2009-07-07,2200-01-01
32273599,60,A/S,Aktieselskab,2009-06-25,2200-01-01
32093698,60,A/S,Aktieselskab,2009-04-07,2200-01-01
32146309,60,A/S,Aktieselskab,2009-05-05,2200-01-01
32283063,60,A/S,Aktieselskab,2009-07-02,2200-01-01
32264271,60,A/S,Aktieselskab,2009-06-12,2200-01-01
32138551,60,A/S,Aktieselskab,2009-04-27,2200-01-01
32096964,60,A/S,Aktieselskab,2009-03-17,2200-01-01
32258875,60,A/S,Aktieselskab,2009-06-10,2200-01-01
32288006,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32148247,60,A/S,Aktieselskab,2009-04-27,2200-01-01
32292763,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32471854,60,A/S,Aktieselskab,2009-10-01,2200-01-01
29821739,60,A/S,Aktieselskab,2009-06-30,2200-01-01
32095828,60,A/S,Aktieselskab,2017-03-31,2200-01-01
32269052,60,A/S,Aktieselskab,2009-06-18,2200-01-01
32153372,60,A/S,Aktieselskab,2009-05-20,2200-01-01
32154883,60,A/S,Aktieselskab,2009-05-12,2200-01-01
32162592,60,A/S,Aktieselskab,2009-06-09,2200-01-01
32155499,60,A/S,Aktieselskab,2009-05-26,2200-01-01
32140726,60,A/S,Aktieselskab,2009-04-29,2200-01-01
32444202,60,A/S,Aktieselskab,2009-09-02,2200-01-01
32268668,60,A/S,Aktieselskab,2009-06-22,2200-01-01
32141773,60,A/S,Aktieselskab,2009-04-29,2200-01-01
32141846,60,A/S,Aktieselskab,2009-04-29,2200-01-01
32440312,60,A/S,Aktieselskab,2009-08-14,2200-01-01
32285708,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32285724,60,A/S,Aktieselskab,2009-06-24,2200-01-01
32259901,60,A/S,Aktieselskab,2009-05-28,2200-01-01
32269761,60,A/S,Aktieselskab,2009-06-23,2200-01-01
32277802,60,A/S,Aktieselskab,2009-06-30,2200-01-01
32442072,60,A/S,Aktieselskab,2009-08-29,2200-01-01
32260837,60,A/S,Aktieselskab,2009-06-10,2200-01-01
32277071,60,A/S,Aktieselskab,2009-06-26,2200-01-01
32155146,60,A/S,Aktieselskab,2009-07-02,2200-01-01
32278477,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32278507,60,A/S,Aktieselskab,2009-06-29,2200-01-01
32102174,60,A/S,Aktieselskab,2009-04-22,2017-12-18
32102611,60,A/S,Aktieselskab,2009-04-20,2200-01-01
32151248,60,A/S,Aktieselskab,2009-04-27,2200-01-01
32091180,60,A/S,Aktieselskab,2008-12-18,2019-05-01
32150187,60,A/S,Aktieselskab,2009-05-12,2200-01-01
32358187,60,A/S,Aktieselskab,2009-07-21,2017-03-27
32292771,60,A/S,Aktieselskab,2009-07-01,2200-01-01
32451780,60,A/S,Aktieselskab,2009-09-17,2200-01-01
32452175,60,A/S,Aktieselskab,2009-09-15,2200-01-01
32444199,60,A/S,Aktieselskab,2009-09-02,2200-01-01
32161065,60,A/S,Aktieselskab,2009-06-04,2200-01-01
32157823,60,A/S,Aktieselskab,2010-12-31,2200-01-01
32272223,60,A/S,Aktieselskab,2009-06-17,2200-01-01
32266266,60,A/S,Aktieselskab,2009-02-24,2200-01-01
32267882,60,A/S,Aktieselskab,2009-06-11,2200-01-01
32143032,60,A/S,Aktieselskab,2009-05-01,2200-01-01
32567967,60,A/S,Aktieselskab,2009-11-16,2200-01-01
32569633,60,A/S,Aktieselskab,2009-10-08,2200-01-01
32571190,60,A/S,Aktieselskab,2009-11-01,2200-01-01
32767982,60,A/S,Aktieselskab,2010-01-29,2200-01-01
32768040,60,A/S,Aktieselskab,2010-02-03,2200-01-01
32670334,60,A/S,Aktieselskab,2010-05-21,2200-01-01
32571522,60,A/S,Aktieselskab,2009-11-04,2200-01-01
32651798,60,A/S,Aktieselskab,2009-12-02,2200-01-01
32651828,60,A/S,Aktieselskab,2009-12-02,2200-01-01
32659586,60,A/S,Aktieselskab,2009-12-21,2200-01-01
32654169,60,A/S,Aktieselskab,2009-11-20,2200-01-01
32784046,60,A/S,Aktieselskab,2010-03-10,2200-01-01
32563643,60,A/S,Aktieselskab,2010-05-28,2200-01-01
